name,location,location_updated,review_title,review_content,date,date_updated,helpful_vote,vote_count,products_used,consumer_tips,overall_rating,service_rating,value_rating,shipping_rating,returns_rating,quality_rating
Marcos R.,New York 1 review 0 helpful votes,New York,Horrific experience,"My experience as a Nike Member has been nothing short of horrific. My package was stolen by the shippers. I just spoke with a customer service rep yes I was refunded but of course Air Jordan 4 Retro these are limited sneakers the are not in stock. I'm extremely disappointed in Nike for deciding to do business with a corrupt and disgusting company. I checked the tracking, and it says the shoes are in transit https://t.lasership.com/Track/1LSCXM*******B5E The estimated delivery date was 10/12/2022, however they have been at the Secaucus, NJ Laser ship Facility since 1012/2022 1:00 AM, and it currently 9:00 AM 10/14/2022 Nike is associating itself with a company who's been reported for damaging and stealing the personal property of recipients. The company has been penalized by multiple governments for misclassifying drivers as independent contractors, and for delivering untaxed cigarettes (for which the company was prosecuted under the Racketeer Influenced and Corrupt Organizations Act. Unfortunately I will not be ordering online at Nike any longer.",October 14 2022,14/10/2022,Helpful (0),0,Shoes,avoid online orders,1,2,2,1,3,3
Connie R.,Canada 1 review 0 helpful votes,Canada,Not well made as I would expect for the price,Purchased a pair of toddler sandals and they didn't even last 1 summer... for $45 they should last at least 1 season.,October 2 2021,2/10/2021,Helpful (0),0,Sandals,,2,4,2,3,0,2
B B.,Arizona 4 reviews 2 helpful votes,Arizona,Nike my first and favorite,Nike has always had good deals and great quality of shoes and apparel. So good I got it tattooed on my neck,July 4 2023,4/7/2023,Helpful (0),0,,,5,4,5,5,5,5
Jeroen L.,Switzerland 3 reviews 0 helpful votes,Switzerland,Great clothes,My favourite site for ordering sportswear. I really like it cause it is stylish and quality. And the prices are also ok.,December 20 2021,20/12/2021,Helpful (0),0,,,5,5,5,5,,5
Raymond P.,New York 2 reviews 0 helpful votes,New York,Allways my favorite,,July 19 2020,19/7/2020,Helpful (0),0,,,4,,,,,
Duane S.,Utah 1 review 1 helpful vote,Utah,Huge selection and fast delivery.,"I was impressed by the size and model selection, and my purchase arrived in 4 days. The checkout process was easy.",November 19 2023,19/11/2023,Helpful (1),1,Nike Dunk Low Retro,,4,3,3,5,0,5
John S.,Canada 1 review 0 helpful votes,Canada,Nike warranty,You buy a shoe for 150 bucks. You get a gift card for $100 if there's a warranty issue after one day  Do not buy Nike,August 26 2023,26/8/2023,Helpful (0),0,Nike blazers,Do not buy Nike,1,1,1,1,1,1
Katie J.,Illinois 2 reviews 4 helpful votes,Illinois,"Great shoes, great prices, can't complain!","Love my pair of Air Maxes. Lightweight, durable and got it at a great price. How can you go wrong with nike? Love it!",July 5 2019,5/7/2019,Helpful (2),2,Air Max,,5,5,5,5,5,5
Jeremy S.,2 reviews 0 helpful votes,#VALUE!,My favorite runners,,February 3 2019,3/2/2019,Helpful (0),0,,,5,,,,,
luca w.,California 3 reviews 9 helpful votes,California,Thats ok for me,,November 21 2019,21/11/2019,Helpful (2),2,,I do not buy again,3,,,,,
Jenna S.,New York 3 reviews 3 helpful votes,New York,"nike.com is a great site to buy shoes, they are fair...",,November 30 2011,30/11/2011,Helpful (1),1,,,5,,,,,
Daise R.,Florida 1 review 0 helpful votes,Florida,I GOT an Air Force,I got an Air Force on app SNKRS Nike and 4 days after I received an information from Nike that Nike cancel. I got it's. I thing the Nike employees stolen my Air Force.,October 4 2021,4/10/2021,Helpful (0),0,Shoes,,1,1,4,5,3,4
Alex E.,California 2 reviews 2 helpful votes,California,Received product quickly,I bought a jacket which was on sale for only $60 the quality was great and I got it in a couple of days,June 28 2023,28/6/2023,Helpful (1),1,,,4,,,,,
Clarence T.,Alabama 1 review 1 helpful vote,Alabama,Shoe fading,I bought a pair of Penny hardawys that are fading I only had them a week and only wore them once I am very unhappy...,May 25 2021,25/5/2021,Helpful (1),1,Shoes,Don't wash your penny hardaways,1,1,1,1,1,1
Agnes R.,California 1 review 0 helpful votes,California,I like this clothes,,September 18 2020,18/9/2020,Helpful (0),0,,,4,,,,,
Patrick A.,GB 2 reviews 2 helpful votes,GB,My favorite shoe line,,April 12 2019,12/4/2019,Helpful (1),1,,,5,,,,,
Rider D.,Virginia 1 review 0 helpful votes,Virginia,Terrible,Terrible shipping. They were very delayed. Gave no updates on the shipping. Will not buy from the website again,March 28 2022,28/3/2022,Helpful (0),0,Shoes,Shipping is terrible. Use Goat.com,1,2,3,1,1,4
Zian N.,India 15 reviews 0 helpful votes,India ,Nike sneakers are Best,"Nike has quality sneakers, and are comfortable to wear and walk. Has great styles of shoes to choose from. Last for longer period.",April 29 2021,29/4/2021,Helpful (0),0,,,4,,,,,
Melissa D.,Argentina 1 review 0 helpful votes,Argentina,Experience in the shop,,January 25 2021,25/1/2021,Helpful (0),0,,,5,,,,,
Mirco L.,Croatia 2 reviews 1 helpful vote,Croatia,Quality brand,"The best trainers are without doubt here. Any size, any color, any design and style. I like the brand for its quality.",September 7 2021,7/9/2021,Helpful (1),1,,,5,5,5,5,5,5
Cason H.,Texas 0 reviews 0 helpful votes,Texas,Easy to use,,January 14 2022,14/1/2022,Helpful (0),0,,,4,,,,,
Skye V.,Netherlands 4 reviews 37 helpful votes,Netherlands,One Love,One love. One swoosh. Over 50 pairs for the last few years. Best quality. More than just a brand. It's a lifestyle,August 4 2021,4/8/2021,Helpful (0),0,,,5,5,5,5,5,5
Uzochukwu S.,Nigeria 1 review 0 helpful votes,Nigeria,Jordan Shoes are cool,Air Jordan is cool looking forward for the latest version my dad got my first Jordan when I was a kid,April 19 2023,19/4/2023,Helpful (0),0,Shoes,,5,5,4,4,3,5
Florina M.,Romania 2 reviews 1 helpful vote,Romania,The best,,October 28 2020,28/10/2020,Helpful (0),0,,,5,,,,,
Javon W.,North Carolina 1 review 0 helpful votes,North Carolina,REview,"Nike has everything I need, so If someone wants to know about Nike. I will refer Nike to anybody such as shoes, bags, etc",September 30 2022,30/9/2022,Helpful (0),0,,,5,5,5,5,5,5
Scott C.,New York 1 review 1 helpful vote,New York,Horrible experience! Do not order from Nike!,,June 15 2022,15/6/2022,Helpful (1),1,,,1,,,,,
Je N.,Washington 1 review 0 helpful votes,Washington,Bad customer service,,April 25 2019,25/4/2019,Helpful (0),0,,,1,,,,,
Nessa F.,GB 11 reviews 20 helpful votes,GB ,Fast delivery,,August 13 2015,13/8/2015,Helpful (1),1,,,5,,,,,
Taylor W.,Texas 1 review 1 helpful vote,Texas,God Bless America,,September 5 2018,5/9/2018,Helpful (1),1,,,1,,,,,
Shari F.,Illinois 1 review 0 helpful votes,Illinois,Never received my shoes,I purchased shoes in June and never received them. CS stated NIKE was not able to do anything! POOR CS,December 1 2022,1/12/2022,Helpful (0),0,,"I never received my pair of shoes from NIKE.com. They shipped in June 2022 and show they are currently in Memphis, TN. I contacted Nike CS and was told there was nothing they could do. No refund, no checking into the tracking information, no option to receive another pair. Out $120.00",1,1,1,1,1,0
Jessie G.,Illinois 2 reviews 0 helpful votes,Illinois,Really good shopping website,,January 3 2021,3/1/2021,Helpful (0),0,,,5,,,,,
Max B.,Australia 1 review 0 helpful votes,Australia,Best Quality Products,Very satisfied with my order and product was also very up to the mark. Fast shipping and easy to order,December 2 2021,2/12/2021,Helpful (0),0,,,5,5,5,3,4,5
Nir D.,Israel 4 reviews 18 helpful votes,Israel,Wasted time and money. Bad experiance,,April 16 2018,16/4/2018,Helpful (0),0,,,1,,,,,
Line O.,2 reviews 0 helpful votes,#VALUE!,"Price, design, quality",I adore their sports shoes. They are not only affordable and comfortable but also designed attractively.,August 11 2021,11/8/2021,Helpful (0),0,,,5,5,5,5,5,5
Nolan J.,Canada 1 review 1 helpful vote,Canada,Great shoes,,July 24 2020,24/7/2020,Helpful (1),1,,,5,,,,,
Brandon E.,Texas 1 review 1 helpful vote,Texas,Very pleased with Vivid today,,October 17 2017,17/10/2017,Helpful (1),1,,,5,,,,,
Linda C.,New Jersey 1 review 0 helpful votes,New Jersey,Good product,Thank you for making a product that meets the quality and price. I buy sportswear only from this brand.,December 30 2020,30/12/2020,Helpful (0),0,,,5,,,,,
Ofek M.,Israel 1 review 0 helpful votes,Israel,Good sports boots,This is the brand that produces my favorite sports boots. I really like their shoes because they are very good.,October 30 2021,30/10/2021,Helpful (0),0,,,5,5,5,5,5,5
Pauline M.,California 1 review 1 helpful vote,California,Classic,,May 11 2023,11/5/2023,Helpful (1),1,,,4,,,,,
Owen S.,India 12 reviews 1 helpful vote,India ,Quality But Expensive,"Its a good brand, has multiple varieties. Stylish shoes, looks smarty, comfortable to wear. But Expensive too.",September 15 2021,15/9/2021,Helpful (0),0,,,5,,,,,
Béla N.,Hungary 1 review 0 helpful votes,Hungary,"I paid for my order, didn't get it","I paid for my order, didn't get it and when i connected customer support it was a robot who wasn't helpful",November 11 2023,11/11/2023,Helpful (0),0,tech fleece,,1,1,1,1,1,1
Adi O.,Israel 2 reviews 0 helpful votes,Israel,Nice boots,My boyfriend presented me the sports shoes for runing. They are very convenient and very beautiful like for a real girl,February 17 2022,17/2/2022,Helpful (0),0,,,5,5,5,5,5,5
Theresa R.,GB 2 reviews 2 helpful votes,GB,Good Services,,November 22 2018,22/11/2018,Helpful (2),2,,,5,,,,,
Stacey N.,GB 2 reviews 2 helpful votes,GB,New Alphafly is amazing,I. Love. These. I knocked 35 seconds off my 5km time with a lower average HR! I recommend these shoes to any runner out there.,December 4 2023,4/12/2023,Helpful (1),1,,,5,5,4,4,5,5
Vicente S.,Florida 2 reviews 0 helpful votes,Florida,Unfulfilled CONFIRMED order!,,September 7 2021,7/9/2021,Helpful (0),0,,,1,,,,,
Albizu S.,Florida 1 review 0 helpful votes,Florida,Disappointed,On 6/17/22 I order some Jordan and when I received them the inside was dirty. So I called and I wasn't able to get any help,June 24 2022,24/6/2022,Helpful (0),0,Shoes,Think about ordering from here.,1,2,2,2,1,2
kevin M.,Oregon 1 review 0 helpful votes,Oregon,Wakanda forever,Nike store is hella racism. Takes so damm long to customize shoes. Loading page is $#*!. I will sue nike store.,December 19 2022,19/12/2022,Helpful (0),0,,,1,1,1,1,1,1
Emily B.,Florida 76 reviews 124 helpful votes,Florida ,Great products,,August 7 2018,7/8/2018,Helpful (1),1,,,5,,,,,
Jasmine P.,Philippines 2 reviews 2 helpful votes,Philippines,Website bad,"Bad website, so clunky tbh.Too many clicks before support and hard to get items as always out of stock",December 5 2023,5/12/2023,Helpful (0),0,,,3,4,3,2,3,4
Joyce P.,California 6 reviews 11 helpful votes,California,Always comfort,,September 27 2019,27/9/2019,Helpful (2),2,,,4,,,,,
Johnson L.,California 1 review 0 helpful votes,California,Nike smells like rotten eggs,,October 30 2020,30/10/2020,Helpful (0),0,,,1,,,,,
Schree S.,Texas 1 review 0 helpful votes,Texas,Great Price,"I purchased my father an Nike outfit for Christmas and he loved it, I think I made a great choice this time it fit just right.",January 4 2021,4/1/2021,Helpful (0),0,Pants and jacket,,5,,5,5,,5
